0.00393867	2.78431
0.0070343	2.70588
0.0101299	2.41176
0.0132256	2.17647
0.0163212	2.07843
0.0194168	2.19608
0.0225124	2.47059
0.0256081	2.58824
0.0286827	2.62745
0.0317574	2.45098
0.034832	2.29412
0.0379066	2.31373
0.0409813	2.5098
0.0440559	2.78431
0.0471306	2.62745
0.0502052	2.33333
0.0532799	2.15686
0.0563545	2.19608
0.0594292	2.43137
0.0625038	2.58824
0.0655785	2.5098
0.0686531	2.2549
0.0717278	1.96078
0.0748024	1.88235
0.077877	1.94118
0.0809517	2.09804
0.0840263	2.39216
0.087101	2.39216
0.0901756	2.15686
0.0932503	2.2549
0.0963249	2.52941
0.0993996	2.84314
0.102474	2.90196
0.105549	2.72549
0.108624	2.4902
0.111698	2.39216
0.114773	2.5098
0.117847	2.76471
0.120922	2.90196
0.123997	2.86275
0.127071	2.58824
0.130146	2.33333
0.133221	2.35294
0.136295	2.58824
0.13937	2.68627
0.142445	2.56863
0.145519	2.37255
0.148594	2.23529
0.151669	2.23529
0.154743	2.45098
0.157818	2.70588
0.160892	2.7451
0.163967	2.58824
0.167042	2.33333
0.170116	2.19608
0.173191	2.29412
0.176266	2.80392
0.17934	2.7451
0.182415	2.47059
0.18549	2.23529
0.188564	2.19608
0.191639	2.41176
0.194714	2.78431
0.197788	2.94118
0.200863	2.84314
0.203938	2.56863
0.207012	2.37255
0.210087	2.37255
0.213161	2.56863
0.216236	2.80392
0.219311	2.54902
0.222385	2.33333
0.22546	2.2549
0.228535	2.41176
0.231609	2.68627
0.234684	2.86275
0.237759	2.76471
0.240833	2.54902
0.243908	2.31373
0.246983	2.2549
0.250057	2.37255
0.253132	2.58824
0.256207	2.70588
0.259281	2.62745
0.262356	2.2549
0.26543	2.23529
0.268505	2.43137
0.27158	2.70588
0.274654	2.80392
0.277729	2.68627
0.280804	2.41176
0.283878	2.29412
0.286953	2.41176
0.290028	2.68627
0.293102	2.90196
0.296177	2.80392
0.299252	2.52941
0.302326	2.27451
0.305401	2.35294
0.308475	2.60784
0.31155	2.68627
0.314625	2.52941
0.317699	2.29412
0.320774	2.15686
0.323849	2.17647
0.326923	2.47059
0.329998	2.72549
0.333073	2.80392
0.336147	2.62745
0.339222	2.37255
0.342344	2.15686
0.345467	2.27451
0.348589	2.58824
0.351711	2.86275
0.354834	2.86275
0.357956	2.56863
0.361078	2.35294
0.364201	2.29412
0.367323	2.41176
0.370445	2.66667
0.373568	2.7451
0.37669	2.64706
0.379812	2.41176
0.382935	2.2549
0.386057	2.33333
0.389179	2.52941
0.392302	2.80392
0.395424	2.84314
0.398546	2.66667
0.401669	2.39216
0.404791	2.29412
0.407913	2.37255
0.411036	2.64706
0.414158	2.84314
0.41728	2.78431
0.420403	2.54902
0.423525	2.31373
0.426647	2.27451
0.42977	2.43137
0.432892	2.68627
0.436014	2.78431
0.439137	2.66667
0.442259	2.41176
0.445381	2.21569
0.448503	2.23529
0.451626	2.52941
0.454748	2.78431
0.45787	2.78431
0.460993	2.62745
0.464115	2.47059
0.467237	2.47059
0.47036	2.56863
0.473482	2.84314
0.476604	2.96078
0.479727	2.94118
0.482849	2.68627
0.485971	2.43137
0.489094	2.35294
0.492216	2.4902
0.495338	2.70588
0.498461	2.78431
0.501583	2.66667
0.504705	2.41176
0.507828	2.23529
0.51095	2.23529
0.514072	2.47059
0.517195	2.72549
0.520317	2.72549
0.523439	2.31373
0.526562	2.21569
0.529684	2.33333
0.532806	2.62745
0.535929	2.80392
0.539051	2.7451
0.542173	2.47059
0.545296	2.23529
0.548418	2.17647
0.55154	2.35294
0.554663	2.56863
0.557785	2.60784
0.560907	2.4902
0.56403	2.23529
0.567152	2.11765
0.570274	2.35294
0.573397	2.56863
0.576519	2.58824
0.579641	2.43137
0.582764	2.17647
0.585886	2.09804
